customer_id,avg_balance,balance_volatility,total_inflows,total_withdrawals,withdrawal_frequency,transaction_frequency,merchant_activity,inflow_outflow_ratio,days_low_balance,avg_transaction_amount,liquidity_stress_30d
CUST_00947,4925.87,319.63,29144.98,21532.11,9,35,13,1.353,5,137.53,1
CUST_00948,260.46,63.0,11361.37,8967.01,7,35,9,1.267,2,144.43,0
CUST_00949,5138.91,63.18,14484.34,6493.13,9,33,15,2.23,2,287.71,1
CUST_00950,136.51,252.47,20648.87,13596.55,7,27,16,1.519,2,276.48,0
CUST_00951,771.92,412.42,3178.8,17334.86,15,35,5,0.183,5,302.94,1
CUST_00952,5467.58,73.45,14822.32,3276.9,7,24,16,4.522,2,232.84,0
CUST_00953,5595.83,167.09,6401.87,6211.62,5,23,6,1.03,3,340.39,1
CUST_00954,1278.97,50.92,1082.6,1409.99,5,32,17,0.767,3,50.01,0
CUST_00955,1918.13,103.42,1476.55,17233.95,10,36,11,0.086,4,473.74,1
CUST_00956,12500.04,147.58,3588.56,38379.19,12,23,10,0.094,4,837.42,0
CUST_00957,2355.18,268.02,12394.13,7101.56,5,26,10,1.745,2,202.93,0
CUST_00958,27409.04,33.63,8875.41,1089.79,5,38,12,8.137,4,344.35,0
CUST_00959,3634.66,521.3,9390.87,11131.75,11,43,13,0.844,4,969.2,0
CUST_00960,5256.56,158.15,38590.24,3076.43,7,27,14,12.54,3,305.95,0
CUST_00961,15602.51,510.56,2935.78,3774.99,3,29,9,0.777,5,370.11,0
CUST_00962,4096.65,317.02,7927.19,11300.36,13,35,9,0.701,6,1084.84,0
CUST_00963,1477.18,358.47,10337.66,8236.83,11,29,14,1.255,6,1243.27,0
CUST_00964,3298.57,912.54,4496.17,4381.33,7,33,18,1.026,2,142.23,0
CUST_00965,3526.11,97.0,8288.81,3819.35,9,34,12,2.17,8,224.07,0
CUST_00966,1066.07,202.02,2253.05,7383.19,7,26,15,0.305,5,558.64,1
CUST_00967,2892.14,82.06,25032.37,4684.22,10,30,8,5.343,3,423.26,0
CUST_00968,1866.89,167.04,4697.14,2584.14,9,36,13,1.817,2,489.91,0
CUST_00969,8365.92,322.49,41155.8,5000.64,6,26,9,8.228,3,47.7,0
CUST_00970,3756.15,446.69,7895.28,8854.26,7,32,12,0.892,3,76.12,0
CUST_00971,2822.8,133.51,18443.05,5702.23,11,29,9,3.234,1,1042.06,0
CUST_00972,3309.12,69.14,7764.81,1995.24,7,35,12,3.89,4,513.74,0
CUST_00973,4450.67,192.22,7906.22,15378.18,15,27,9,0.514,6,382.81,0
CUST_00974,6343.16,91.68,5078.53,646.78,12,30,10,7.84,4,125.26,0
CUST_00975,1480.68,114.17,8913.29,4539.58,9,32,14,1.963,6,223.52,1
CUST_00976,1425.92,310.25,10450.44,3916.02,8,27,9,2.668,4,445.3,0
CUST_00977,9840.0,267.34,4326.84,7524.74,10,34,12,0.575,3,113.5,0
CUST_00978,2512.16,353.32,7331.71,10693.73,14,26,15,0.686,2,182.42,0
CUST_00979,1017.23,138.41,4973.71,17287.69,5,29,9,0.288,4,388.69,0
CUST_00980,5428.57,406.34,51007.67,3620.82,9,29,18,14.083,3,451.61,0
CUST_00981,5524.97,183.37,7541.79,10922.66,17,33,13,0.69,3,207.24,0
CUST_00982,918.15,144.41,27894.53,7835.7,7,26,13,3.559,2,594.42,0
CUST_00983,4476.22,75.26,6929.22,1548.73,10,34,14,4.471,0,581.05,0
CUST_00984,7058.76,34.06,9970.94,33371.56,10,41,14,0.299,8,85.21,0
CUST_00985,5099.76,51.88,2815.54,1952.84,13,31,16,1.441,6,940.65,0
CUST_00986,6430.34,215.37,5666.59,9476.52,11,35,14,0.598,7,676.2,1
CUST_00987,1028.81,87.71,9589.54,9241.56,8,24,11,1.038,3,345.36,0
CUST_00988,4904.64,48.61,28819.37,8385.77,9,28,9,3.436,1,271.48,0
CUST_00989,2772.88,129.61,9677.76,4357.31,9,34,13,2.221,8,519.33,0
CUST_00990,2357.81,226.74,24513.43,13402.07,8,35,16,1.829,4,434.24,0
CUST_00991,7970.48,252.66,13528.9,1761.09,9,35,11,7.678,5,247.13,0
CUST_00992,13785.15,177.13,29789.79,6273.22,8,25,6,4.748,4,920.01,0
CUST_00993,18305.06,172.66,7729.24,4108.06,9,24,13,1.881,1,68.49,0
CUST_00994,11888.5,117.83,54840.17,3730.5,9,28,11,14.697,5,187.65,0
CUST_00995,3298.55,301.0,5495.49,9551.33,7,29,11,0.575,4,408.89,0
CUST_00996,5001.27,157.36,4388.89,16578.41,8,26,12,0.265,7,288.16,0
CUST_00997,7260.04,170.53,3077.76,4955.4,10,33,17,0.621,8,487.71,1
CUST_00998,4060.49,415.83,52303.56,12881.91,10,34,14,4.06,6,112.59,0
CUST_00999,4095.68,341.56,15608.3,6920.75,10,33,15,2.255,8,250.11,0
CUST_01000,7641.72,156.35,6202.47,3106.27,11,19,13,1.996,8,668.65,0
CUST_01001,3451.78,139.54,22009.25,5328.05,12,35,11,4.13,7,105.05,1
CUST_01002,1888.7,138.67,14046.85,5143.23,6,31,8,2.731,3,252.57,0
CUST_01003,2507.33,35.98,39061.87,3669.6,7,25,8,10.642,4,206.11,0
CUST_01004,6441.52,435.95,2348.97,9549.18,4,35,11,0.246,1,385.43,0
CUST_01005,3650.77,104.81,6553.22,8098.62,8,23,10,0.809,3,393.53,1
CUST_01006,4945.28,359.13,5596.98,1716.34,11,35,17,3.259,4,319.89,0
CUST_01007,6654.65,187.4,1670.79,1629.78,9,29,8,1.025,3,243.98,0
CUST_01008,2598.38,551.88,18925.43,9518.4,6,35,13,1.988,4,312.4,0
CUST_01009,7191.27,276.88,6526.87,3317.63,11,21,9,1.967,6,266.33,0
CUST_01010,5120.25,376.04,14642.81,8576.1,7,39,15,1.707,5,292.15,0
CUST_01011,1198.31,112.88,53520.37,12884.65,7,32,8,4.153,2,828.72,0
CUST_01012,13334.02,64.82,6108.31,2252.26,6,33,11,2.711,6,128.82,0
CUST_01013,2320.02,203.98,5785.31,1998.58,6,31,11,2.893,4,379.62,0
CUST_01014,820.91,39.11,8910.02,27536.48,10,38,11,0.324,1,154.55,0
CUST_01015,1421.49,124.67,17850.7,8944.87,7,27,13,1.995,6,1174.38,1
CUST_01016,1452.53,70.0,5149.37,4645.46,14,26,18,1.108,2,318.1,0
CUST_01017,3815.99,92.6,4891.38,2999.35,7,25,13,1.63,4,123.04,0
CUST_01018,2845.62,291.94,18877.98,4298.95,9,25,8,4.39,6,254.08,0
CUST_01019,2688.8,276.99,10969.91,2411.52,8,23,17,4.547,1,107.64,0
CUST_01020,6359.67,159.24,1578.48,14057.35,11,28,9,0.112,7,191.85,0
CUST_01021,4943.79,234.16,3040.22,3428.1,9,34,6,0.887,5,459.91,0
CUST_01022,4838.9,117.62,26929.8,16806.22,5,33,14,1.602,3,775.0,0
CUST_01023,5265.05,1263.11,11176.21,4719.53,6,29,8,2.368,7,636.82,1
CUST_01024,6339.28,230.6,4403.89,2732.99,11,29,16,1.611,2,277.71,0
CUST_01025,546.12,113.04,7070.4,4617.66,13,35,9,1.531,5,445.43,1
CUST_01026,2622.82,365.14,8189.35,712.98,10,28,14,11.47,6,526.34,0
CUST_01027,511.74,488.9,14597.22,5987.01,8,43,8,2.438,3,1443.48,0
CUST_01028,3761.05,97.58,2733.64,5741.06,9,17,10,0.476,3,195.82,1
CUST_01029,3625.8,58.27,4134.99,13373.51,6,27,19,0.309,5,859.69,0
CUST_01030,9329.9,68.28,10080.57,1334.94,6,34,12,7.546,2,139.15,0
CUST_01031,10602.77,106.06,7481.08,17811.27,10,29,11,0.42,4,682.63,0
CUST_01032,4369.91,173.57,12803.67,13326.49,11,32,10,0.961,5,193.55,0
CUST_01033,2320.82,49.24,3030.23,19230.2,8,31,14,0.158,1,185.19,0
CUST_01034,5634.39,129.72,10782.75,6343.51,7,24,13,1.7,3,244.87,0
CUST_01035,2263.97,153.49,19404.63,15706.22,11,22,10,1.235,5,173.61,0
CUST_01036,3636.39,235.07,11961.58,1899.68,8,30,13,6.293,3,402.72,0
CUST_01037,8844.25,295.72,9056.97,12162.23,14,32,13,0.745,1,705.27,0
CUST_01038,2203.95,249.94,7504.76,3444.42,10,35,15,2.178,3,68.16,0
CUST_01039,7518.42,760.32,4155.21,1629.96,3,26,12,2.548,5,264.48,0
CUST_01040,6698.65,434.98,7649.54,2551.61,10,40,18,2.997,5,139.69,1
CUST_01041,1541.77,216.5,22198.16,6665.51,7,33,12,3.33,4,563.16,0
CUST_01042,8747.34,83.4,7367.08,3292.31,4,33,11,2.237,2,807.77,1
CUST_01043,6827.47,105.59,3976.5,9133.12,5,21,12,0.435,7,264.48,1
CUST_01044,3990.75,57.8,5465.45,1426.53,7,37,12,3.829,5,182.67,0
CUST_01045,1833.37,204.93,9515.53,1087.86,8,28,12,8.739,3,96.48,1
CUST_01046,1680.28,236.3,6010.05,21301.43,7,29,12,0.282,5,1169.29,1
CUST_01047,2244.2,370.31,11947.09,14303.08,8,36,8,0.835,3,752.39,1
CUST_01048,5933.3,224.5,12311.33,2719.21,12,28,18,4.526,9,74.82,0
CUST_01049,1540.62,421.24,16501.17,6617.35,5,27,10,2.493,3,472.88,0
CUST_01050,5397.88,428.2,25307.28,15781.3,11,21,12,1.604,4,137.21,0
CUST_01051,1190.85,79.64,17974.1,9474.13,15,40,10,1.897,1,209.35,0
CUST_01052,3030.06,119.77,3837.62,7525.03,8,26,21,0.51,5,124.72,0
CUST_01053,4018.58,179.68,3933.06,16829.37,8,37,16,0.234,2,73.66,1
CUST_01054,32879.91,103.04,7626.49,3564.91,9,31,10,2.139,4,289.48,0
CUST_01055,1054.07,149.21,5648.02,6812.41,8,33,9,0.829,5,1126.41,0
CUST_01056,13695.37,230.67,3259.53,6534.35,7,32,12,0.499,3,156.3,0
CUST_01057,4166.61,164.27,5691.03,5261.4,12,33,11,1.081,7,557.76,0
CUST_01058,5271.42,181.32,5543.55,4763.15,15,31,14,1.164,7,622.54,0
CUST_01059,4050.17,85.28,4733.98,7058.15,9,30,13,0.671,5,495.33,1
CUST_01060,5433.04,271.82,6294.1,6831.14,10,34,16,0.921,4,1208.97,0
CUST_01061,3170.62,256.37,20801.09,2721.22,8,27,14,7.641,5,583.27,0
CUST_01062,13475.72,98.49,9503.26,13115.19,5,26,7,0.725,3,1057.07,0
CUST_01063,2414.33,64.42,58538.93,2893.07,5,35,12,20.227,7,133.89,0
CUST_01064,10087.08,485.02,9287.33,5511.0,7,37,12,1.685,1,503.58,0
CUST_01065,2038.7,734.02,6424.97,5161.65,7,35,20,1.245,6,860.6,0
CUST_01066,3448.77,218.71,8129.92,8994.68,11,33,10,0.904,4,174.09,0
CUST_01067,1387.47,135.73,9948.66,1095.28,10,20,11,9.075,4,26.04,0
CUST_01068,5483.62,418.64,11478.18,14147.22,10,32,14,0.811,3,123.08,1
CUST_01069,13367.92,264.09,42675.02,3731.47,12,36,9,11.433,3,179.95,0
CUST_01070,3396.09,153.15,4120.56,18712.91,9,30,13,0.22,3,442.67,0
CUST_01071,3049.71,393.26,16110.67,4418.52,8,24,15,3.645,4,201.04,0
CUST_01072,1335.21,94.85,9568.2,6364.45,15,34,8,1.503,4,299.52,0
CUST_01073,2962.05,104.31,2305.66,33749.41,8,36,15,0.068,4,195.78,1
CUST_01074,868.25,242.48,15011.31,5240.97,11,29,9,2.864,2,273.15,0
CUST_01075,1601.04,198.62,22339.21,19015.74,9,25,15,1.175,4,285.33,0
CUST_01076,4465.37,301.82,4081.66,6858.12,8,31,15,0.595,0,191.97,0
CUST_01077,11933.58,470.91,8045.38,9443.73,7,36,9,0.852,4,531.06,0
CUST_01078,45628.59,52.35,2037.98,7040.71,10,31,10,0.289,7,785.42,0
CUST_01079,2147.53,187.01,2960.03,13638.8,5,22,9,0.217,4,133.73,0
CUST_01080,13250.23,829.53,18740.15,3704.48,11,33,12,5.057,6,347.97,1
CUST_01081,4534.08,112.48,5579.57,2874.28,4,33,19,1.941,4,109.87,1
CUST_01082,3177.59,102.33,3337.43,3855.32,10,34,12,0.865,3,87.63,0
CUST_01083,5374.04,30.18,9735.83,7221.04,6,25,12,1.348,6,617.44,0
CUST_01084,3849.6,196.64,5335.14,5498.9,11,29,18,0.97,3,1218.27,1
CUST_01085,4021.28,288.44,5559.94,12133.6,9,36,14,0.458,7,237.49,0
CUST_01086,2521.22,287.97,14639.24,20110.99,9,32,15,0.728,1,1078.48,0
CUST_01087,1034.53,79.07,3199.06,2894.41,7,30,11,1.105,2,189.85,0
CUST_01088,907.54,180.01,3927.3,3555.12,7,26,9,1.104,2,253.63,0
CUST_01089,6554.59,216.42,9166.07,1957.06,9,17,15,4.681,2,960.46,1
CUST_01090,2838.33,188.99,17597.78,37265.27,10,32,15,0.472,7,157.77,0
CUST_01091,2129.24,75.5,21818.82,8595.28,4,31,5,2.538,2,567.75,0
CUST_01092,3668.93,192.84,4759.75,9974.95,17,36,11,0.477,4,234.21,1
CUST_01093,7446.05,94.48,17152.54,2123.5,8,27,10,8.074,7,180.46,0
CUST_01094,4282.65,40.55,4327.24,6627.65,17,32,12,0.653,5,209.31,0
CUST_01095,2017.37,312.64,34925.32,10227.76,9,28,9,3.414,3,65.51,0
CUST_01096,10978.17,202.76,3271.43,5351.63,4,24,9,0.611,6,722.53,1
CUST_01097,15082.15,291.06,23453.69,16553.45,6,29,9,1.417,4,350.17,0
CUST_01098,5682.24,118.21,4792.52,47337.42,9,33,16,0.101,3,269.45,0
CUST_01099,8745.52,299.24,40562.41,2966.08,6,33,12,13.671,3,184.0,0
CUST_01100,11134.06,410.63,13004.58,2782.84,10,32,6,4.671,4,371.76,0
CUST_01101,10067.72,737.44,3594.6,3146.06,11,32,8,1.142,5,554.69,0
CUST_01102,6327.68,347.61,5335.88,25984.86,9,26,4,0.205,6,246.61,0
CUST_01103,6238.61,246.62,15137.72,16090.78,9,29,9,0.941,3,586.7,0
CUST_01104,5812.08,60.1,18809.47,5912.37,10,24,11,3.181,5,362.34,0
CUST_01105,1356.14,166.46,7657.4,6843.64,7,30,8,1.119,4,279.96,0
CUST_01106,6840.74,58.08,8397.81,3314.09,11,29,9,2.533,4,566.03,1
CUST_01107,1074.67,94.15,14863.78,14136.61,5,36,13,1.051,7,209.44,0
CUST_01108,1780.88,866.14,9004.13,4803.42,8,38,13,1.874,3,124.45,0
CUST_01109,11768.82,79.96,2878.99,5318.44,11,34,7,0.541,2,287.96,0
CUST_01110,7755.81,27.82,4228.58,11130.8,7,39,9,0.38,4,306.34,0
CUST_01111,13886.31,347.42,9780.01,5654.48,10,28,16,1.729,7,255.79,0
CUST_01112,2851.19,105.8,21426.55,5433.17,8,27,16,3.943,2,687.41,0
CUST_01113,1290.75,335.09,29518.9,6694.15,4,30,11,4.409,4,424.26,0
CUST_01114,2932.49,71.09,15117.73,13043.59,15,34,12,1.159,0,275.74,0
CUST_01115,3991.12,128.93,10196.83,26890.25,9,22,10,0.379,2,297.72,0
CUST_01116,3909.21,471.87,14750.78,10912.49,7,33,9,1.352,7,316.22,0
CUST_01117,10100.22,62.95,4753.32,13132.13,8,27,8,0.362,7,431.92,0
CUST_01118,2630.31,158.32,7168.24,5597.77,5,33,14,1.28,8,310.06,0
CUST_01119,4998.19,228.84,4191.0,3635.03,10,39,7,1.153,3,268.24,0
CUST_01120,1495.53,101.96,2983.96,11566.73,9,25,14,0.258,7,117.46,0
CUST_01121,5460.44,219.99,10581.25,7673.7,12,32,13,1.379,2,181.84,0
CUST_01122,3651.15,183.56,9399.49,1979.83,8,30,13,4.745,4,362.82,0
CUST_01123,1854.12,278.0,14046.41,5019.78,12,23,9,2.798,5,340.9,0
CUST_01124,2944.67,791.36,12542.64,6182.87,14,28,18,2.028,7,105.66,0
CUST_01125,3084.8,1540.97,9839.06,4298.88,7,27,9,2.288,1,201.68,0
CUST_01126,2855.09,262.61,12648.49,23376.24,10,29,17,0.541,2,155.89,1
CUST_01127,17929.58,165.95,7831.06,9975.26,6,28,15,0.785,4,776.85,0
CUST_01128,3332.24,257.94,11274.66,21315.69,8,27,10,0.529,5,356.31,0
CUST_01129,2923.37,150.54,4532.75,8299.18,11,35,19,0.546,4,403.93,0
CUST_01130,551.31,50.91,10891.79,7109.45,6,36,12,1.532,4,285.23,0
CUST_01131,1628.17,174.64,13831.92,2992.58,9,22,11,4.621,2,192.78,1
CUST_01132,2873.35,430.82,4742.19,6701.86,8,33,10,0.707,8,218.81,0
CUST_01133,1963.99,56.16,8446.15,6708.27,11,34,6,1.259,2,421.96,0
CUST_01134,12626.3,82.46,4920.27,2075.49,12,28,14,2.37,5,249.12,0
CUST_01135,3138.67,113.8,5317.69,4193.96,15,36,13,1.268,2,425.03,0
CUST_01136,11609.74,244.17,3294.65,5040.24,4,23,11,0.654,2,330.33,0
CUST_01137,3848.87,1213.91,22306.2,9428.17,12,30,12,2.366,5,367.56,0
CUST_01138,3765.01,94.87,19006.72,9819.72,7,27,13,1.935,2,380.92,0
CUST_01139,3361.3,194.99,12455.87,4047.6,11,28,9,3.077,4,206.79,0
CUST_01140,3653.41,182.11,39251.96,9882.68,7,20,13,3.971,5,240.41,0
CUST_01141,17101.4,142.45,6964.66,5682.99,13,32,7,1.225,3,564.64,1
CUST_01142,451.4,174.48,91620.46,578.72,12,17,13,158.042,4,1073.26,0
CUST_01143,601.01,124.99,6754.58,4394.04,10,31,9,1.537,4,568.27,0
CUST_01144,2233.1,1626.82,9938.33,16599.71,8,25,13,0.599,3,42.43,0
CUST_01145,3688.87,330.21,5894.52,1588.37,8,39,12,3.709,2,175.81,0
CUST_01146,6775.67,125.85,10914.64,7301.15,9,31,12,1.495,5,323.86,0
CUST_01147,5573.5,467.25,15811.49,25526.49,3,27,11,0.619,5,138.55,0
CUST_01148,2576.48,222.59,7397.27,3475.45,10,23,11,2.128,1,134.08,1
CUST_01149,9110.1,189.87,33569.59,6646.37,11,37,10,5.05,2,222.94,0
CUST_01150,9202.0,156.71,9811.59,2189.85,9,29,21,4.478,8,380.59,0
CUST_01151,4296.91,148.41,10060.66,26453.57,10,29,11,0.38,5,460.48,1
CUST_01152,8659.32,68.31,3915.91,6180.58,8,34,10,0.633,6,231.1,1
CUST_01153,4653.53,47.52,11325.35,6902.46,5,33,17,1.641,3,219.01,0
CUST_01154,2196.6,243.86,7279.21,20976.44,11,27,14,0.347,5,165.57,0
CUST_01155,6822.87,155.45,4981.11,11640.63,9,36,14,0.428,2,426.23,0
CUST_01156,4022.07,365.75,4353.87,3151.76,6,34,12,1.381,7,406.64,0
CUST_01157,3645.34,88.95,68693.56,3826.91,13,34,17,17.945,3,563.93,0
CUST_01158,13706.95,75.31,6563.1,10104.05,6,27,7,0.649,6,327.28,0
CUST_01159,401.1,337.29,2526.05,3902.99,3,29,9,0.647,3,119.36,0
CUST_01160,1016.46,143.13,4635.15,1097.01,4,25,9,4.221,2,234.11,1
CUST_01161,1250.92,359.45,7775.6,6340.71,11,26,16,1.226,7,544.49,1
CUST_01162,2625.6,186.19,12548.21,1885.26,12,24,6,6.652,3,88.69,0
CUST_01163,2895.33,814.05,12630.09,26208.51,8,31,11,0.482,3,281.64,1
CUST_01164,937.68,331.82,13922.92,7709.97,14,48,12,1.806,4,364.89,0
CUST_01165,1500.21,251.59,4837.3,3073.59,11,24,15,1.573,8,1215.1,0
CUST_01166,1677.81,343.76,10639.75,3663.46,10,30,21,2.904,4,196.22,0
CUST_01167,33245.73,145.72,4020.46,1331.43,6,29,13,3.017,8,274.47,0
CUST_01168,18426.92,48.7,4935.88,2605.7,9,32,8,1.894,4,973.91,1
CUST_01169,2513.49,241.95,3888.71,15738.65,8,35,8,0.247,4,197.98,0
CUST_01170,2624.84,856.86,3131.57,44223.79,11,27,13,0.071,1,634.16,0
CUST_01171,1294.29,29.01,18984.3,12301.01,14,37,19,1.543,6,393.41,0
CUST_01172,653.72,263.83,14057.19,6134.99,10,29,3,2.291,2,256.03,1
CUST_01173,3277.41,53.08,17700.22,4595.51,10,23,10,3.851,4,409.99,0
CUST_01174,1483.16,177.92,8361.98,2942.39,11,33,20,2.841,1,269.55,0
CUST_01175,3373.26,193.17,15084.85,38208.03,4,22,15,0.395,3,1451.67,1
CUST_01176,862.48,329.47,1980.23,5650.86,7,37,13,0.35,3,70.39,0
CUST_01177,1833.94,214.46,16162.84,40066.08,12,30,13,0.403,1,245.25,0
CUST_01178,4162.06,543.93,9336.59,21687.51,11,21,9,0.43,4,250.33,0
CUST_01179,5062.36,460.87,13382.29,1510.69,11,24,13,8.853,2,272.11,0
CUST_01180,5301.39,154.88,10982.06,3766.65,8,28,17,2.915,2,636.7,0
CUST_01181,1109.38,435.07,3678.85,3756.76,13,24,15,0.979,3,218.56,1
CUST_01182,7857.45,141.14,2444.43,6198.92,7,28,14,0.394,3,421.76,0
CUST_01183,1771.9,122.99,4584.13,6302.7,10,32,9,0.727,7,351.44,1
CUST_01184,6435.42,69.16,12732.76,84694.27,9,38,5,0.15,6,537.5,1
CUST_01185,3606.26,517.79,14073.84,2655.42,7,31,12,5.298,2,271.5,0
CUST_01186,1054.95,142.59,2712.55,8059.64,7,29,16,0.337,2,374.48,0
CUST_01187,2739.2,26.12,3696.42,11204.06,8,34,15,0.33,5,274.13,0
CUST_01188,5058.51,279.68,4543.31,6625.39,8,25,11,0.686,1,149.87,0
CUST_01189,6321.23,128.1,6088.49,7285.59,11,38,5,0.836,6,915.37,1
CUST_01190,3207.06,142.75,2725.37,2729.61,6,25,14,0.998,7,175.3,0
CUST_01191,14452.19,150.32,2597.64,7262.75,10,35,17,0.358,5,213.8,1
CUST_01192,9016.03,138.48,4198.71,10246.48,11,27,9,0.41,8,164.06,1
CUST_01193,2890.0,1607.14,8681.96,8764.46,16,22,5,0.99,3,396.0,0
CUST_01194,7151.73,685.51,3151.16,10771.63,11,29,9,0.293,1,213.85,0
CUST_01195,20752.34,317.14,7386.12,22042.26,7,29,8,0.335,2,863.22,0
CUST_01196,21256.89,219.88,18898.58,14712.04,9,29,15,1.284,5,434.31,0
CUST_01197,1205.68,447.2,2860.0,7048.71,8,27,13,0.406,8,246.22,0
CUST_01198,1581.49,220.29,6869.48,2450.4,8,33,9,2.802,2,158.09,0
CUST_01199,13855.35,348.17,18394.47,3983.82,9,31,17,4.616,3,276.58,0
CUST_01200,1404.66,283.32,5798.68,5504.46,8,32,12,1.053,1,430.1,0
CUST_01201,1107.34,200.87,5120.79,8221.38,7,32,14,0.623,4,289.42,0
CUST_01202,2350.6,384.62,20553.71,4417.89,6,22,12,4.651,6,270.9,1
CUST_01203,5314.55,129.52,6342.56,2994.78,9,25,7,2.117,2,146.3,0
CUST_01204,3320.41,189.95,19606.1,2416.39,6,26,8,8.11,5,1436.84,0
CUST_01205,2027.37,82.8,11420.58,1630.27,7,30,20,7.001,5,259.62,0
CUST_01206,1984.67,90.81,6159.34,5433.25,11,34,8,1.133,0,114.19,1
CUST_01207,1917.73,23.97,11893.56,1902.23,7,27,9,6.249,4,140.82,0
CUST_01208,1649.85,261.19,10470.95,2834.31,5,24,13,3.693,3,234.89,0
CUST_01209,28380.84,325.45,18337.55,4746.6,9,25,11,3.862,3,1166.01,0
CUST_01210,4758.84,431.96,5225.59,2131.26,11,33,16,2.451,1,265.26,1
CUST_01211,8087.57,75.04,8374.65,9161.72,14,29,13,0.914,1,229.9,1
CUST_01212,2344.51,257.73,7713.96,12446.44,10,33,7,0.62,2,539.85,0
CUST_01213,3079.86,181.17,14233.0,4158.82,12,35,19,3.422,4,568.15,0
CUST_01214,1915.63,327.03,3568.34,4575.75,9,34,10,0.78,6,474.07,0
CUST_01215,334.78,107.65,18280.34,10475.72,5,28,13,1.745,2,343.75,0
CUST_01216,1053.41,138.51,11767.1,3615.93,9,27,11,3.253,0,137.96,0
CUST_01217,713.69,52.31,2825.55,3410.71,13,25,11,0.828,10,176.67,0
CUST_01218,480.68,102.15,21303.15,18343.37,8,28,16,1.161,3,98.14,0
CUST_01219,1241.63,181.72,48400.94,14066.62,9,21,17,3.441,3,255.5,0
CUST_01220,11997.58,208.37,18060.22,11062.51,7,25,12,1.632,6,222.01,1
CUST_01221,3498.21,47.05,25376.73,14571.14,9,25,15,1.741,10,206.46,0
CUST_01222,11631.91,120.4,8675.84,1235.6,9,25,19,7.016,6,363.39,1
CUST_01223,5270.52,206.08,2144.79,20968.16,12,25,10,0.102,5,188.66,0
CUST_01224,7363.59,559.16,1853.26,9258.09,11,32,9,0.2,7,235.49,1
CUST_01225,1618.4,92.2,9937.45,15664.69,9,33,11,0.634,3,212.63,0
CUST_01226,5834.57,268.29,5046.33,9219.61,7,25,6,0.547,1,292.28,0
CUST_01227,7015.26,115.67,3898.47,6915.95,11,30,10,0.564,5,385.77,0
CUST_01228,2166.82,126.9,7706.37,5250.02,9,30,9,1.468,1,116.61,0
CUST_01229,6024.48,89.83,13259.48,9064.06,7,18,14,1.463,3,410.45,0
CUST_01230,6060.63,78.61,2534.61,5089.9,6,29,6,0.498,1,359.59,0
CUST_01231,2220.31,123.99,5658.41,13872.93,4,29,12,0.408,5,400.63,0
CUST_01232,1325.45,419.23,27116.47,1722.47,10,31,11,15.734,5,328.08,1
CUST_01233,1254.24,99.09,3428.13,4186.67,6,21,12,0.819,2,384.94,0
CUST_01234,3935.74,87.48,16249.36,37725.81,13,34,9,0.431,1,223.42,0
CUST_01235,4886.88,214.28,5498.42,3896.49,9,32,10,1.411,4,407.63,1
CUST_01236,1784.2,182.03,12539.45,5416.03,8,29,14,2.315,5,665.94,0
CUST_01237,3729.12,171.64,19494.0,3133.19,8,32,13,6.22,3,211.29,0
CUST_01238,6084.4,222.11,14662.16,8826.1,7,19,17,1.661,4,216.73,0
CUST_01239,6351.03,80.83,16769.68,3548.13,5,25,10,4.725,6,464.68,0
CUST_01240,14716.02,88.31,3225.12,5665.95,12,38,13,0.569,1,202.79,0
CUST_01241,11490.58,399.02,19750.38,13650.57,6,27,8,1.447,6,180.64,0
CUST_01242,1478.58,161.3,4096.32,3663.05,17,31,8,1.118,6,401.63,0
CUST_01243,16567.99,292.12,9972.97,12969.03,9,30,5,0.769,8,221.11,0
CUST_01244,2257.74,482.62,9962.64,13344.97,6,32,11,0.746,6,702.91,0
CUST_01245,9324.36,356.59,11945.36,16264.05,13,31,17,0.734,3,215.65,1
CUST_01246,3870.69,60.59,10610.14,7476.05,6,31,25,1.419,3,168.45,1
CUST_01247,2512.58,165.14,4125.54,104304.54,9,41,15,0.04,2,297.87,1
CUST_01248,715.57,416.82,2752.06,16258.22,7,28,9,0.169,0,405.37,0
CUST_01249,3120.01,275.39,16283.03,8744.2,7,31,7,1.862,8,373.99,0
CUST_01250,894.76,210.01,9401.91,3150.97,10,34,5,2.983,6,435.82,0
CUST_01251,8695.57,48.83,20322.86,6108.89,9,30,6,3.326,7,202.92,0
CUST_01252,14258.57,110.7,7818.23,22300.8,9,40,14,0.351,5,661.72,0
CUST_01253,1777.17,191.61,2632.97,28370.48,12,24,13,0.093,3,93.81,0
CUST_01254,4777.98,57.93,17551.66,23308.65,6,29,12,0.753,4,173.02,1
CUST_01255,1895.33,342.03,6025.19,12931.4,11,30,14,0.466,4,307.0,1
CUST_01256,2068.05,165.0,10653.06,2281.73,9,34,12,4.667,6,183.46,0
CUST_01257,7310.34,37.2,4827.25,10037.54,9,23,16,0.481,3,240.62,1
CUST_01258,3516.83,115.2,30195.29,2309.55,7,27,11,13.068,0,150.33,0
CUST_01259,17425.38,144.16,4018.84,1873.66,11,37,12,2.144,4,258.34,0
CUST_01260,2358.99,163.38,6186.08,8129.75,11,31,6,0.761,7,413.29,0
CUST_01261,8949.95,564.36,8830.43,10349.77,7,37,12,0.853,7,205.43,0
CUST_01262,3974.57,287.94,3382.11,14297.94,6,22,16,0.237,7,161.54,0
